Liga,Fecha,Equipo_Local,Equipo_Visitante,Goles_Local,Goles_Visitante,Resultado,Diferencia_Goles
English Second,2008-12-09,Swansea,Barnsley,2,2,D,0
English Second,2008-12-09,Wolves,Derby,3,0,H,3
English Second,2008-12-08,Crystal Palace,Southampton,3,0,H,3
English Second,2008-12-07,Norwich,Ipswich,2,0,H,2
English Second,2008-12-06,Barnsley,Reading,0,1,A,-1
English Second,2008-12-06,Birmingham,Watford,3,2,H,1
English Second,2008-12-06,Blackpool,Charlton,2,0,H,2
English Second,2008-12-06,Bristol City,Swansea,0,0,D,0
English Second,2008-12-06,Cardiff,Preston,2,0,H,2
English Second,2008-12-06,Coventry,Nott'm Forest,2,2,D,0
English Second,2008-12-06,Derby,Crystal Palace,1,2,A,-1
English Second,2008-12-06,Doncaster,Plymouth,1,0,H,1
English Second,2008-12-06,QPR,Wolves,1,0,H,1
English Second,2008-12-06,Sheffield United,Burnley,2,3,A,-1
English Second,2008-12-06,Southampton,Sheffield Weds,1,1,D,0
English Second,2008-12-01,Reading,Coventry,3,1,H,2
English Second,2008-11-30,Swansea,Cardiff,2,2,D,0
English Second,2008-11-29,Burnley,Derby,3,0,H,3
English Second,2008-11-29,Charlton,Southampton,0,0,D,0
English Second,2008-11-29,Crystal Palace,QPR,0,0,D,0
English Second,2008-11-29,Ipswich,Sheffield United,1,1,D,0
English Second,2008-11-29,Nott'm Forest,Barnsley,1,0,H,1
English Second,2008-11-29,Plymouth,Blackpool,1,2,A,-1
English Second,2008-11-29,Preston,Bristol City,2,0,H,2
English Second,2008-11-29,Sheffield Weds,Norwich,3,2,H,1
English Second,2008-11-29,Watford,Doncaster,1,1,D,0
English Second,2008-11-29,Wolves,Birmingham,1,1,D,0
English Second,2008-11-25,Birmingham,Ipswich,2,1,H,1
English Second,2008-11-25,Blackpool,Sheffield Weds,0,2,A,-2
English Second,2008-11-25,Bristol City,Watford,1,1,D,0
English Second,2008-11-25,Cardiff,Reading,2,2,D,0
English Second,2008-11-25,Coventry,Swansea,1,1,D,0
English Second,2008-11-25,Derby,Preston,2,2,D,0
English Second,2008-11-25,Doncaster,Nott'm Forest,0,0,D,0
English Second,2008-11-25,Norwich,Crystal Palace,1,2,A,-1
English Second,2008-11-25,QPR,Charlton,2,1,H,1
English Second,2008-11-25,Sheffield United,Wolves,1,3,A,-2
English Second,2008-11-25,Southampton,Plymouth,0,0,D,0
English Second,2008-11-24,Barnsley,Burnley,3,2,H,1
English Second,2008-11-22,Burnley,Doncaster,0,0,D,0
English Second,2008-11-22,Charlton,Sheffield United,2,5,A,-3
English Second,2008-11-22,Crystal Palace,Bristol City,4,2,H,2
English Second,2008-11-22,Ipswich,Derby,2,0,H,2
English Second,2008-11-22,Nott'm Forest,Norwich,1,2,A,-1
English Second,2008-11-22,Plymouth,Cardiff,2,1,H,1
English Second,2008-11-22,Preston,Barnsley,2,1,H,1
English Second,2008-11-22,Reading,Southampton,1,2,A,-1
English Second,2008-11-22,Sheffield Weds,Coventry,0,1,A,-1
English Second,2008-11-22,Watford,QPR,3,0,H,3
English Second,2008-11-22,Wolves,Blackpool,2,0,H,2
English Second,2008-11-21,Swansea,Birmingham,2,3,A,-1
English Second,2008-11-16,Blackpool,Preston,1,3,A,-2
English Second,2008-11-15,Barnsley,Watford,2,1,H,1
English Second,2008-11-15,Birmingham,Charlton,3,2,H,1
English Second,2008-11-15,Bristol City,Nott'm Forest,2,2,D,0
English Second,2008-11-15,Cardiff,Crystal Palace,2,1,H,1
English Second,2008-11-15,Coventry,Plymouth,0,1,A,-1
English Second,2008-11-15,Derby,Sheffield Weds,3,0,H,3
English Second,2008-11-15,Doncaster,Ipswich,1,0,H,1
English Second,2008-11-15,Norwich,Swansea,2,3,A,-1
English Second,2008-11-15,QPR,Burnley,1,2,A,-1
English Second,2008-11-15,Sheffield United,Reading,0,2,A,-2
English Second,2008-11-15,Southampton,Wolves,1,2,A,-1
English Second,2008-11-09,Swansea,Watford,3,1,H,2
English Second,2008-11-08,Barnsley,Sheffield United,1,2,A,-1
English Second,2008-11-08,Blackpool,Ipswich,0,1,A,-1
English Second,2008-11-08,Coventry,Crystal Palace,0,2,A,-2
English Second,2008-11-08,Norwich,Preston,2,2,D,0
English Second,2008-11-08,Nott'm Forest,Birmingham,1,1,D,0
English Second,2008-11-08,Plymouth,Charlton,2,2,D,0
English Second,2008-11-08,QPR,Cardiff,1,0,H,1
English Second,2008-11-08,Reading,Derby,3,0,H,3
English Second,2008-11-08,Sheffield Weds,Doncaster,1,0,H,1
English Second,2008-11-08,Southampton,Bristol City,0,1,A,-1
English Second,2008-11-08,Wolves,Burnley,2,0,H,2
English Second,2008-11-03,Birmingham,Coventry,0,1,A,-1
English Second,2008-11-02,Derby,Nott'm Forest,1,1,D,0
English Second,2008-11-01,Bristol City,Reading,1,4,A,-3
English Second,2008-11-01,Burnley,Norwich,2,0,H,2
English Second,2008-11-01,Cardiff,Wolves,1,2,A,-1
English Second,2008-11-01,Charlton,Barnsley,1,3,A,-2
English Second,2008-11-01,Crystal Palace,Sheffield Weds,1,1,D,0
English Second,2008-11-01,Doncaster,Swansea,0,0,D,0
English Second,2008-11-01,Ipswich,QPR,2,0,H,2
English Second,2008-11-01,Preston,Southampton,2,3,A,-1
English Second,2008-11-01,Sheffield United,Plymouth,2,0,H,2
English Second,2008-11-01,Watford,Blackpool,3,4,A,-1
English Second,2008-10-28,Bristol City,Sheffield United,0,0,D,0
English Second,2008-10-28,Burnley,Reading,1,0,H,1
English Second,2008-10-28,Cardiff,Blackpool,2,0,H,2
English Second,2008-10-28,Crystal Palace,Nott'm Forest,1,2,A,-1
English Second,2008-10-28,Derby,Norwich,3,1,H,2
English Second,2008-10-28,Doncaster,Barnsley,0,1,A,-1
English Second,2008-10-28,Ipswich,Charlton,1,1,D,0
English Second,2008-10-28,Preston,Watford,2,0,H,2
English Second,2008-10-28,QPR,Birmingham,1,0,H,1
English Second,2008-10-28,Sheffield Weds,Plymouth,0,1,A,-1
English Second,2008-10-28,Southampton,Coventry,1,1,D,0
English Second,2008-10-28,Wolves,Swansea,2,1,H,1
English Second,2008-10-25,Barnsley,Bristol City,0,0,D,0
English Second,2008-10-25,Birmingham,Sheffield Weds,3,1,H,2
English Second,2008-10-25,Blackpool,Crystal Palace,2,2,D,0
English Second,2008-10-25,Charlton,Burnley,1,1,D,0
English Second,2008-10-25,Coventry,Derby,1,1,D,0
English Second,2008-10-25,Norwich,Doncaster,2,1,H,1
English Second,2008-10-25,Nott'm Forest,Cardiff,0,1,A,-1
English Second,2008-10-25,Plymouth,Ipswich,1,3,A,-2
English Second,2008-10-25,Reading,QPR,0,0,D,0
English Second,2008-10-25,Sheffield United,Preston,1,0,H,1
English Second,2008-10-25,Swansea,Southampton,3,0,H,3
English Second,2008-10-25,Watford,Wolves,2,3,A,-1
English Second,2008-10-21,Barnsley,Sheffield Weds,2,1,H,1
English Second,2008-10-21,Birmingham,Crystal Palace,1,0,H,1
English Second,2008-10-21,Blackpool,Derby,3,2,H,1
English Second,2008-10-21,Charlton,Bristol City,0,2,A,-2
English Second,2008-10-21,Coventry,Burnley,1,3,A,-2
English Second,2008-10-21,Norwich,Wolves,5,2,H,3
English Second,2008-10-21,Nott'm Forest,Ipswich,1,1,D,0
English Second,2008-10-21,Plymouth,Preston,1,0,H,1
English Second,2008-10-21,Reading,Doncaster,2,1,H,1
English Second,2008-10-21,Sheffield United,Southampton,0,0,D,0
English Second,2008-10-21,Swansea,QPR,0,0,D,0
English Second,2008-10-21,Watford,Cardiff,2,2,D,0
English Second,2008-10-19,Sheffield Weds,Sheffield United,1,0,H,1
English Second,2008-10-18,Bristol City,Norwich,1,0,H,1
English Second,2008-10-18,Burnley,Birmingham,1,1,D,0
English Second,2008-10-18,Cardiff,Charlton,2,0,H,2
English Second,2008-10-18,Crystal Palace,Barnsley,3,0,H,3
English Second,2008-10-18,Derby,Plymouth,2,1,H,1
English Second,2008-10-18,Doncaster,Blackpool,0,0,D,0
English Second,2008-10-18,Ipswich,Swansea,2,2,D,0
English Second,2008-10-18,Preston,Reading,2,1,H,1
English Second,2008-10-18,QPR,Nott'm Forest,2,1,H,1
English Second,2008-10-18,Southampton,Watford,0,3,A,-3
English Second,2008-10-18,Wolves,Coventry,2,1,H,1
English Second,2008-10-04,Barnsley,Doncaster,4,1,H,3
English Second,2008-10-04,Birmingham,QPR,1,0,H,1
English Second,2008-10-04,Blackpool,Cardiff,1,1,D,0
English Second,2008-10-04,Charlton,Ipswich,2,1,H,1
English Second,2008-10-04,Coventry,Southampton,4,1,H,3
English Second,2008-10-04,Norwich,Derby,1,2,A,-1
English Second,2008-10-04,Nott'm Forest,Crystal Palace,0,2,A,-2
English Second,2008-10-04,Plymouth,Sheffield Weds,4,0,H,4
English Second,2008-10-04,Reading,Burnley,3,1,H,2
English Second,2008-10-04,Sheffield United,Bristol City,3,0,H,3
English Second,2008-10-04,Swansea,Wolves,3,1,H,2
English Second,2008-10-04,Watford,Preston,2,1,H,1
English Second,2008-09-30,Bristol City,Plymouth,2,2,D,0
English Second,2008-09-30,Burnley,Watford,3,2,H,1
English Second,2008-09-30,Cardiff,Coventry,2,1,H,1
English Second,2008-09-30,Crystal Palace,Charlton,1,0,H,1
English Second,2008-09-30,Derby,Birmingham,1,1,D,0
English Second,2008-09-30,Doncaster,Sheffield United,0,2,A,-2
English Second,2008-09-30,Ipswich,Barnsley,3,0,H,3
English Second,2008-09-30,Preston,Swansea,0,2,A,-2
English Second,2008-09-30,QPR,Blackpool,1,1,D,0
English Second,2008-09-30,Sheffield Weds,Nott'm Forest,1,0,H,1
English Second,2008-09-30,Southampton,Norwich,2,0,H,2
English Second,2008-09-30,Wolves,Reading,0,3,A,-3
English Second,2008-09-27,Barnsley,Norwich,0,0,D,0
English Second,2008-09-27,Blackpool,Coventry,1,1,D,0
English Second,2008-09-27,Burnley,Preston,3,1,H,2
English Second,2008-09-27,Cardiff,Birmingham,1,2,A,-1
English Second,2008-09-27,Charlton,Sheffield Weds,1,2,A,-1
English Second,2008-09-27,Doncaster,Southampton,0,2,A,-2
English Second,2008-09-27,Ipswich,Crystal Palace,1,1,D,0
English Second,2008-09-27,Plymouth,Nott'm Forest,1,0,H,1
English Second,2008-09-27,QPR,Derby,0,2,A,-2
English Second,2008-09-27,Reading,Swansea,4,0,H,4
English Second,2008-09-27,Sheffield United,Watford,2,1,H,1
English Second,2008-09-27,Wolves,Bristol City,2,0,H,2
English Second,2008-09-20,Birmingham,Blackpool,0,1,A,-1
English Second,2008-09-20,Bristol City,Doncaster,4,1,H,3
English Second,2008-09-20,Coventry,QPR,1,0,H,1
English Second,2008-09-20,Crystal Palace,Plymouth,1,2,A,-1
English Second,2008-09-20,Derby,Cardiff,1,1,D,0
English Second,2008-09-20,Norwich,Sheffield United,1,0,H,1
English Second,2008-09-20,Nott'm Forest,Charlton,0,0,D,0
English Second,2008-09-20,Preston,Wolves,1,3,A,-2
English Second,2008-09-20,Sheffield Weds,Ipswich,0,0,D,0
English Second,2008-09-20,Southampton,Barnsley,0,0,D,0
English Second,2008-09-20,Swansea,Burnley,1,1,D,0
English Second,2008-09-20,Watford,Reading,2,2,D,0
English Second,2008-09-17,Norwich,QPR,0,1,A,-1
English Second,2008-09-17,Southampton,Ipswich,2,2,D,0
English Second,2008-09-16,Barnsley,Cardiff,0,1,A,-1
English Second,2008-09-16,Bristol City,Birmingham,1,2,A,-1
English Second,2008-09-16,Burnley,Blackpool,2,0,H,2
English Second,2008-09-16,Doncaster,Charlton,0,1,A,-1
English Second,2008-09-16,Preston,Nott'm Forest,2,1,H,1
English Second,2008-09-16,Reading,Sheffield Weds,6,0,H,6
English Second,2008-09-16,Sheffield United,Coventry,1,1,D,0
English Second,2008-09-16,Swansea,Derby,1,1,D,0
English Second,2008-09-16,Watford,Plymouth,1,2,A,-1
English Second,2008-09-16,Wolves,Crystal Palace,2,1,H,1
English Second,2008-09-14,QPR,Southampton,4,1,H,3
English Second,2008-09-13,Birmingham,Doncaster,1,0,H,1
English Second,2008-09-13,Blackpool,Barnsley,1,0,H,1
English Second,2008-09-13,Cardiff,Bristol City,0,0,D,0
English Second,2008-09-13,Charlton,Wolves,1,3,A,-2
English Second,2008-09-13,Coventry,Preston,0,0,D,0
English Second,2008-09-13,Crystal Palace,Swansea,2,0,H,2
English Second,2008-09-13,Derby,Sheffield United,2,1,H,1
English Second,2008-09-13,Ipswich,Reading,2,0,H,2
English Second,2008-09-13,Nott'm Forest,Burnley,1,2,A,-1
English Second,2008-09-13,Plymouth,Norwich,1,2,A,-1
English Second,2008-09-13,Sheffield Weds,Watford,2,0,H,2
English Second,2008-08-30,Barnsley,Derby,2,0,H,2
English Second,2008-08-30,Bristol City,QPR,1,1,D,0
English Second,2008-08-30,Burnley,Plymouth,0,0,D,0
English Second,2008-08-30,Doncaster,Coventry,1,0,H,1
English Second,2008-08-30,Norwich,Birmingham,1,1,D,0
English Second,2008-08-30,Preston,Charlton,2,1,H,1
English Second,2008-08-30,Reading,Crystal Palace,4,2,H,2
English Second,2008-08-30,Sheffield United,Cardiff,0,0,D,0
English Second,2008-08-30,Southampton,Blackpool,0,1,A,-1
English Second,2008-08-30,Swansea,Sheffield Weds,1,1,D,0
English Second,2008-08-30,Watford,Ipswich,2,1,H,1
English Second,2008-08-30,Wolves,Nott'm Forest,5,1,H,4
English Second,2008-08-23,Birmingham,Barnsley,2,0,H,2
English Second,2008-08-23,Blackpool,Sheffield United,1,3,A,-2
English Second,2008-08-23,Cardiff,Norwich,2,2,D,0
English Second,2008-08-23,Charlton,Reading,4,2,H,2
English Second,2008-08-23,Coventry,Bristol City,0,3,A,-3
English Second,2008-08-23,Crystal Palace,Burnley,0,0,D,0
English Second,2008-08-23,Derby,Southampton,0,1,A,-1
English Second,2008-08-23,Ipswich,Wolves,0,2,A,-2
English Second,2008-08-23,Nott'm Forest,Watford,3,2,H,1
English Second,2008-08-23,Plymouth,Swansea,0,1,A,-1
English Second,2008-08-23,QPR,Doncaster,2,0,H,2
English Second,2008-08-23,Sheffield Weds,Preston,1,1,D,0
English Second,2008-08-16,Barnsley,Coventry,1,2,A,-1
English Second,2008-08-16,Bristol City,Derby,1,1,D,0
English Second,2008-08-16,Burnley,Ipswich,0,3,A,-3
English Second,2008-08-16,Doncaster,Cardiff,1,1,D,0
English Second,2008-08-16,Norwich,Blackpool,1,1,D,0
English Second,2008-08-16,Preston,Crystal Palace,2,0,H,2
English Second,2008-08-16,Reading,Plymouth,2,0,H,2
English Second,2008-08-16,Sheffield United,QPR,3,0,H,3
English Second,2008-08-16,Southampton,Birmingham,1,2,A,-1
English Second,2008-08-16,Swansea,Nott'm Forest,3,1,H,2
English Second,2008-08-16,Watford,Charlton,1,0,H,1
English Second,2008-08-16,Wolves,Sheffield Weds,4,1,H,3
English Second,2008-08-10,Nott'm Forest,Reading,0,0,D,0
English Second,2008-08-09,Birmingham,Sheffield United,1,0,H,1
English Second,2008-08-09,Blackpool,Bristol City,0,1,A,-1
English Second,2008-08-09,Cardiff,Southampton,2,1,H,1
English Second,2008-08-09,Charlton,Swansea,2,0,H,2
English Second,2008-08-09,Coventry,Norwich,2,0,H,2
English Second,2008-08-09,Crystal Palace,Watford,0,0,D,0
English Second,2008-08-09,Derby,Doncaster,0,1,A,-1
English Second,2008-08-09,Ipswich,Preston,1,2,A,-1
English Second,2008-08-09,Plymouth,Wolves,2,2,D,0
English Second,2008-08-09,QPR,Barnsley,2,1,H,1
English Second,2008-08-09,Sheffield Weds,Burnley,4,1,H,3
English Second,2008-05-04,Blackpool,Watford,1,1,D,0
English Second,2008-05-04,Bristol City,Preston,3,0,H,3
English Second,2008-05-04,Cardiff,Barnsley,3,0,H,3
English Second,2008-05-04,Charlton,Coventry,4,1,H,3
English Second,2008-05-04,Crystal Palace,Burnley,5,0,H,5
English Second,2008-05-04,Ipswich,Hull,1,0,H,1
English Second,2008-05-04,QPR,West Brom,0,2,A,-2
English Second,2008-05-04,Scunthorpe,Colchester,3,3,D,0
English Second,2008-05-04,Sheffield Weds,Norwich,4,1,H,3
English Second,2008-05-04,Southampton,Sheffield United,3,2,H,1
English Second,2008-05-04,Stoke,Leicester,0,0,D,0
English Second,2008-05-04,Wolves,Plymouth,1,0,H,1
English Second,2008-04-28,West Brom,Southampton,1,1,D,0
English Second,2008-04-26,Barnsley,Charlton,3,0,H,3
English Second,2008-04-26,Burnley,Cardiff,3,3,D,0
English Second,2008-04-26,Colchester,Stoke,0,1,A,-1
English Second,2008-04-26,Coventry,Wolves,1,1,D,0
English Second,2008-04-26,Hull,Crystal Palace,2,1,H,1
English Second,2008-04-26,Leicester,Sheffield Weds,1,3,A,-2
English Second,2008-04-26,Norwich,QPR,3,0,H,3
English Second,2008-04-26,Plymouth,Blackpool,3,0,H,3
English Second,2008-04-26,Preston,Ipswich,2,2,D,0
English Second,2008-04-26,Sheffield United,Bristol City,2,1,H,1
English Second,2008-04-26,Watford,Scunthorpe,0,1,A,-1
English Second,2008-04-22,Wolves,Cardiff,3,0,H,3
English Second,2008-04-19,Barnsley,Leicester,0,1,A,-1
English Second,2008-04-19,Blackpool,Sheffield Weds,2,1,H,1
English Second,2008-04-19,Colchester,Coventry,1,5,A,-4
English Second,2008-04-19,Norwich,West Brom,1,2,A,-1
English Second,2008-04-19,Plymouth,Preston,2,2,D,0
English Second,2008-04-19,QPR,Charlton,1,0,H,1
English Second,2008-04-19,Scunthorpe,Cardiff,3,2,H,1
English Second,2008-04-19,Sheffield United,Hull,2,0,H,2
English Second,2008-04-19,Southampton,Burnley,0,1,A,-1
English Second,2008-04-19,Stoke,Bristol City,2,1,H,1
English Second,2008-04-19,Watford,Crystal Palace,0,2,A,-2
English Second,2008-04-19,Wolves,Ipswich,1,1,D,0
English Second,2008-04-15,Barnsley,Hull,1,3,A,-2
English Second,2008-04-15,Wolves,West Brom,0,1,A,-1
English Second,2008-04-14,Sheffield Weds,Plymouth,1,1,D,0
English Second,2008-04-13,Ipswich,Norwich,2,1,H,1
English Second,2008-04-12,Bristol City,Wolves,0,0,D,0
English Second,2008-04-12,Burnley,Sheffield United,1,2,A,-1
English Second,2008-04-12,Cardiff,Blackpool,3,1,H,2
English Second,2008-04-12,Charlton,Southampton,1,1,D,0
English Second,2008-04-12,Coventry,Stoke,1,2,A,-1
English Second,2008-04-12,Crystal Palace,Scunthorpe,2,0,H,2
English Second,2008-04-12,Hull,QPR,1,1,D,0
English Second,2008-04-12,Leicester,Colchester,1,1,D,0
English Second,2008-04-12,Preston,Barnsley,1,2,A,-1
English Second,2008-04-12,West Brom,Watford,1,1,D,0
English Second,2008-04-09,Ipswich,Cardiff,1,1,D,0
English Second,2008-04-09,Watford,Barnsley,0,3,A,-3
English Second,2008-04-08,Blackpool,West Brom,1,3,A,-2
English Second,2008-04-08,Sheffield United,Sheffield Weds,2,2,D,0
English Second,2008-04-07,Stoke,Crystal Palace,1,2,A,-1
English Second,2008-04-05,Colchester,Ipswich,2,0,H,2
English Second,2008-04-05,Norwich,Burnley,2,0,H,2
English Second,2008-04-05,Plymouth,Charlton,1,2,A,-1
English Second,2008-04-05,QPR,Preston,2,2,D,0
English Second,2008-04-05,Scunthorpe,Sheffield Weds,1,1,D,0
English Second,2008-04-05,Sheffield United,Leicester,3,0,H,3
English Second,2008-04-05,Southampton,Bristol City,2,0,H,2
English Second,2008-04-05,Watford,Coventry,2,1,H,1
English Second,2008-04-01,Cardiff,West Brom,0,0,D,0
English Second,2008-04-01,Sheffield Weds,Coventry,1,1,D,0
English Second,2008-03-29,Bristol City,Norwich,2,1,H,1
English Second,2008-03-29,Burnley,Barnsley,2,1,H,1
English Second,2008-03-29,Cardiff,Southampton,1,0,H,1
English Second,2008-03-29,Charlton,Wolves,2,3,A,-1
English Second,2008-03-29,Coventry,Plymouth,3,1,H,2
English Second,2008-03-29,Crystal Palace,Blackpool,0,0,D,0
English Second,2008-03-29,Hull,Watford,3,0,H,3
English Second,2008-03-29,Ipswich,QPR,0,0,D,0
English Second,2008-03-29,Leicester,Scunthorpe,1,0,H,1
English Second,2008-03-29,Preston,Sheffield United,3,1,H,2
English Second,2008-03-29,Sheffield Weds,Stoke,1,1,D,0
English Second,2008-03-29,West Brom,Colchester,4,3,H,1
English Second,2008-03-22,Barnsley,Sheffield United,0,1,A,-1
English Second,2008-03-22,Cardiff,Bristol City,2,1,H,1
English Second,2008-03-22,Leicester,Hull,0,2,A,-2
English Second,2008-03-22,Norwich,Colchester,5,1,H,4
English Second,2008-03-22,Plymouth,Watford,1,1,D,0
English Second,2008-03-22,Preston,Burnley,2,1,H,1
English Second,2008-03-22,Scunthorpe,Ipswich,1,2,A,-1
English Second,2008-03-22,Sheffield Weds,Crystal Palace,2,2,D,0
English Second,2008-03-22,Southampton,Coventry,0,0,D,0
English Second,2008-03-22,Stoke,Blackpool,1,1,D,0
English Second,2008-03-22,Wolves,QPR,3,3,D,0
English Second,2008-03-21,Charlton,West Brom,1,1,D,0
English Second,2008-03-18,Colchester,Hull,1,3,A,-2
English Second,2008-03-18,Wolves,Scunthorpe,2,1,H,1
English Second,2008-03-15,Blackpool,Preston,0,0,D,0
English Second,2008-03-15,Bristol City,Plymouth,1,2,A,-1
English Second,2008-03-15,Burnley,Wolves,1,3,A,-2
English Second,2008-03-15,Colchester,Cardiff,1,1,D,0
English Second,2008-03-15,Coventry,Sheffield Weds,0,0,D,0
English Second,2008-03-15,Crystal Palace,Barnsley,2,0,H,2
English Second,2008-03-15,Hull,Southampton,5,0,H,5
English Second,2008-03-15,Ipswich,Charlton,2,0,H,2
English Second,2008-03-15,QPR,Scunthorpe,3,1,H,2
English Second,2008-03-15,Sheffield United,Norwich,2,0,H,2
English Second,2008-03-15,Watford,Stoke,0,0,D,0
English Second,2008-03-15,West Brom,Leicester,1,4,A,-3
English Second,2008-03-12,Cardiff,Hull,1,0,H,1
English Second,2008-03-12,West Brom,Crystal Palace,1,1,D,0
English Second,2008-03-11,Barnsley,Ipswich,4,1,H,3
English Second,2008-03-11,Bristol City,Watford,0,0,D,0
English Second,2008-03-11,Burnley,Charlton,1,0,H,1
English Second,2008-03-11,Colchester,Sheffield Weds,1,2,A,-1
English Second,2008-03-11,Norwich,Stoke,0,1,A,-1
English Second,2008-03-11,Preston,Wolves,2,1,H,1
English Second,2008-03-11,QPR,Blackpool,3,2,H,1
English Second,2008-03-11,Scunthorpe,Plymouth,1,0,H,1
English Second,2008-03-11,Sheffield United,Coventry,2,1,H,1
English Second,2008-03-11,Southampton,Leicester,1,0,H,1
English Second,2008-03-08,Blackpool,Southampton,2,2,D,0
English Second,2008-03-08,Charlton,Preston,1,2,A,-1
English Second,2008-03-08,Coventry,Norwich,1,0,H,1
English Second,2008-03-08,Crystal Palace,Colchester,2,1,H,1
English Second,2008-03-08,Hull,Scunthorpe,2,0,H,2
English Second,2008-03-08,Leicester,Bristol City,0,0,D,0
English Second,2008-03-08,Plymouth,Sheffield United,0,1,A,-1
English Second,2008-03-08,Sheffield Weds,QPR,2,1,H,1
English Second,2008-03-08,Stoke,Burnley,1,1,D,0
English Second,2008-03-05,Coventry,QPR,0,0,D,0
English Second,2008-03-04,Blackpool,Barnsley,1,1,D,0
English Second,2008-03-04,Charlton,Bristol City,1,1,D,0
English Second,2008-03-04,Crystal Palace,Cardiff,0,0,D,0
