Liga,Fecha,Equipo_Local,Equipo_Visitante,Goles_Local,Goles_Visitante,Resultado,Diferencia_Goles
English Second,2009-10-20,Blackpool,Sheffield United,3,0,H,3
English Second,2009-10-20,Bristol City,Plymouth,3,1,H,2
English Second,2009-10-20,Cardiff,Coventry,2,0,H,2
English Second,2009-10-20,Doncaster,Peterboro,3,1,H,2
English Second,2009-10-20,Ipswich,Watford,1,1,D,0
English Second,2009-10-20,Leicester,Crystal Palace,2,0,H,2
English Second,2009-10-20,Middlesbrough,Derby,2,0,H,2
English Second,2009-10-20,Nott'm Forest,Barnsley,1,0,H,1
English Second,2009-10-20,QPR,Reading,4,1,H,3
English Second,2009-10-20,Scunthorpe,Newcastle,2,1,H,1
English Second,2009-10-20,Sheffield Weds,Preston,1,2,A,-1
English Second,2009-10-20,West Brom,Swansea,0,1,A,-1
English Second,2009-10-17,Blackpool,Plymouth,2,0,H,2
English Second,2009-10-17,Bristol City,Peterboro,1,1,D,0
English Second,2009-10-17,Cardiff,Crystal Palace,1,1,D,0
English Second,2009-10-17,Doncaster,Barnsley,0,1,A,-1
English Second,2009-10-17,Ipswich,Swansea,1,1,D,0
English Second,2009-10-17,Leicester,Derby,0,0,D,0
English Second,2009-10-17,Middlesbrough,Watford,0,1,A,-1
English Second,2009-10-17,Nott'm Forest,Newcastle,1,0,H,1
English Second,2009-10-17,QPR,Preston,4,0,H,4
English Second,2009-10-17,Scunthorpe,Sheffield United,3,1,H,2
English Second,2009-10-17,Sheffield Weds,Coventry,2,0,H,2
English Second,2009-10-17,West Brom,Reading,3,1,H,2
English Second,2009-10-03,Barnsley,Ipswich,2,1,H,1
English Second,2009-10-03,Coventry,Leicester,1,1,D,0
English Second,2009-10-03,Crystal Palace,Blackpool,4,1,H,3
English Second,2009-10-03,Derby,Sheffield Weds,3,0,H,3
English Second,2009-10-03,Newcastle,Bristol City,0,0,D,0
English Second,2009-10-03,Peterboro,Nott'm Forest,1,2,A,-1
English Second,2009-10-03,Plymouth,Scunthorpe,2,1,H,1
English Second,2009-10-03,Preston,West Brom,0,0,D,0
English Second,2009-10-03,Reading,Middlesbrough,0,2,A,-2
English Second,2009-10-03,Sheffield United,Doncaster,1,1,D,0
English Second,2009-10-03,Swansea,QPR,2,0,H,2
English Second,2009-10-03,Watford,Cardiff,0,4,A,-4
English Second,2009-09-30,Newcastle,QPR,1,1,D,0
English Second,2009-09-30,Nott'm Forest,Scunthorpe,2,0,H,2
English Second,2009-09-29,Barnsley,West Brom,3,1,H,2
English Second,2009-09-29,Bristol City,Blackpool,2,0,H,2
English Second,2009-09-29,Cardiff,Derby,6,1,H,5
English Second,2009-09-29,Crystal Palace,Sheffield Weds,0,0,D,0
English Second,2009-09-29,Doncaster,Swansea,0,0,D,0
English Second,2009-09-29,Middlesbrough,Leicester,0,1,A,-1
English Second,2009-09-29,Peterboro,Plymouth,1,2,A,-1
English Second,2009-09-29,Preston,Reading,1,2,A,-1
English Second,2009-09-29,Sheffield United,Ipswich,3,3,D,0
English Second,2009-09-29,Watford,Coventry,2,3,A,-1
English Second,2009-09-27,Plymouth,Nott'm Forest,0,1,A,-1
English Second,2009-09-26,Blackpool,Peterboro,2,0,H,2
English Second,2009-09-26,Coventry,Middlesbrough,2,2,D,0
English Second,2009-09-26,Derby,Bristol City,1,0,H,1
English Second,2009-09-26,Ipswich,Newcastle,0,4,A,-4
English Second,2009-09-26,Leicester,Preston,1,2,A,-1
English Second,2009-09-26,QPR,Barnsley,5,2,H,3
English Second,2009-09-26,Reading,Watford,1,1,D,0
English Second,2009-09-26,Scunthorpe,Doncaster,2,2,D,0
English Second,2009-09-26,Sheffield Weds,Cardiff,3,1,H,2
English Second,2009-09-26,Swansea,Sheffield United,2,1,H,1
English Second,2009-09-26,West Brom,Crystal Palace,0,1,A,-1
English Second,2009-09-19,Barnsley,Swansea,0,0,D,0
English Second,2009-09-19,Bristol City,Scunthorpe,1,1,D,0
English Second,2009-09-19,Cardiff,QPR,0,2,A,-2
English Second,2009-09-19,Crystal Palace,Derby,1,0,H,1
English Second,2009-09-19,Doncaster,Ipswich,3,3,D,0
English Second,2009-09-19,Middlesbrough,West Brom,0,5,A,-5
English Second,2009-09-19,Newcastle,Plymouth,3,1,H,2
English Second,2009-09-19,Nott'm Forest,Blackpool,0,1,A,-1
English Second,2009-09-19,Peterboro,Reading,3,2,H,1
English Second,2009-09-19,Preston,Coventry,3,2,H,1
English Second,2009-09-19,Watford,Leicester,3,3,D,0
English Second,2009-09-18,Sheffield United,Sheffield Weds,3,2,H,1
English Second,2009-09-16,Blackpool,Newcastle,2,1,H,1
English Second,2009-09-16,Reading,Cardiff,0,1,A,-1
English Second,2009-09-15,Coventry,Sheffield United,3,2,H,1
English Second,2009-09-15,Derby,Barnsley,2,3,A,-1
English Second,2009-09-15,Ipswich,Nott'm Forest,1,1,D,0
English Second,2009-09-15,Leicester,Peterboro,1,1,D,0
English Second,2009-09-15,Plymouth,Watford,0,1,A,-1
English Second,2009-09-15,Scunthorpe,Preston,3,1,H,2
English Second,2009-09-15,Sheffield Weds,Middlesbrough,1,3,A,-2
English Second,2009-09-15,Swansea,Bristol City,0,0,D,0
English Second,2009-09-15,West Brom,Doncaster,3,1,H,2
English Second,2009-09-13,Cardiff,Newcastle,0,1,A,-1
English Second,2009-09-12,Coventry,Bristol City,1,1,D,0
English Second,2009-09-12,Crystal Palace,Scunthorpe,0,4,A,-4
English Second,2009-09-12,Derby,Sheffield United,0,1,A,-1
English Second,2009-09-12,Leicester,Blackpool,2,1,H,1
English Second,2009-09-12,Middlesbrough,Ipswich,3,1,H,2
English Second,2009-09-12,Preston,Swansea,2,0,H,2
English Second,2009-09-12,QPR,Peterboro,1,1,D,0
English Second,2009-09-12,Reading,Doncaster,0,0,D,0
English Second,2009-09-12,Sheffield Weds,Nott'm Forest,1,1,D,0
English Second,2009-09-12,Watford,Barnsley,1,0,H,1
English Second,2009-09-12,West Brom,Plymouth,3,1,H,2
English Second,2009-08-31,Newcastle,Leicester,1,0,H,1
English Second,2009-08-31,Peterboro,Crystal Palace,1,1,D,0
English Second,2009-08-29,Barnsley,Reading,1,3,A,-2
English Second,2009-08-29,Blackpool,Coventry,3,0,H,3
English Second,2009-08-29,Bristol City,Middlesbrough,2,1,H,1
English Second,2009-08-29,Doncaster,Cardiff,2,0,H,2
English Second,2009-08-29,Ipswich,Preston,1,1,D,0
English Second,2009-08-29,Nott'm Forest,Derby,3,2,H,1
English Second,2009-08-29,Plymouth,Sheffield Weds,1,3,A,-2
English Second,2009-08-29,Scunthorpe,QPR,0,1,A,-1
English Second,2009-08-29,Sheffield United,West Brom,2,2,D,0
English Second,2009-08-29,Swansea,Watford,1,1,D,0
English Second,2009-08-23,Cardiff,Bristol City,3,0,H,3
English Second,2009-08-22,Coventry,Swansea,0,1,A,-1
English Second,2009-08-22,Crystal Palace,Newcastle,0,2,A,-2
English Second,2009-08-22,Derby,Plymouth,2,1,H,1
English Second,2009-08-22,Leicester,Barnsley,1,0,H,1
English Second,2009-08-22,Middlesbrough,Doncaster,2,0,H,2
English Second,2009-08-22,Preston,Peterboro,2,0,H,2
English Second,2009-08-22,QPR,Nott'm Forest,1,1,D,0
English Second,2009-08-22,Reading,Sheffield United,1,3,A,-2
English Second,2009-08-22,Sheffield Weds,Scunthorpe,4,0,H,4
English Second,2009-08-22,Watford,Blackpool,2,2,D,0
English Second,2009-08-22,West Brom,Ipswich,2,0,H,2
English Second,2009-08-19,Newcastle,Sheffield Weds,1,0,H,1
English Second,2009-08-18,Barnsley,Preston,0,3,A,-3
English Second,2009-08-18,Blackpool,Derby,0,0,D,0
English Second,2009-08-18,Bristol City,QPR,1,0,H,1
English Second,2009-08-18,Doncaster,Coventry,0,0,D,0
English Second,2009-08-18,Ipswich,Crystal Palace,1,3,A,-2
English Second,2009-08-18,Nott'm Forest,Watford,2,4,A,-2
English Second,2009-08-18,Peterboro,West Brom,2,3,A,-1
English Second,2009-08-18,Plymouth,Cardiff,1,3,A,-2
English Second,2009-08-18,Scunthorpe,Middlesbrough,0,2,A,-2
English Second,2009-08-18,Sheffield United,Leicester,1,1,D,0
English Second,2009-08-18,Swansea,Reading,0,0,D,0
English Second,2009-08-15,Barnsley,Coventry,0,2,A,-2
English Second,2009-08-15,Blackpool,Cardiff,1,1,D,0
English Second,2009-08-15,Bristol City,Crystal Palace,1,0,H,1
English Second,2009-08-15,Doncaster,Preston,1,1,D,0
English Second,2009-08-15,Ipswich,Leicester,0,0,D,0
English Second,2009-08-15,Newcastle,Reading,3,0,H,3
English Second,2009-08-15,Nott'm Forest,West Brom,0,1,A,-1
English Second,2009-08-15,Peterboro,Sheffield Weds,1,1,D,0
English Second,2009-08-15,Plymouth,QPR,1,1,D,0
English Second,2009-08-15,Scunthorpe,Derby,3,2,H,1
English Second,2009-08-15,Sheffield United,Watford,2,0,H,2
English Second,2009-08-15,Swansea,Middlesbrough,0,3,A,-3
English Second,2009-08-09,Coventry,Ipswich,2,1,H,1
English Second,2009-08-08,Cardiff,Scunthorpe,4,0,H,4
English Second,2009-08-08,Crystal Palace,Plymouth,1,1,D,0
English Second,2009-08-08,Derby,Peterboro,2,1,H,1
English Second,2009-08-08,Leicester,Swansea,2,1,H,1
English Second,2009-08-08,Preston,Bristol City,2,2,D,0
English Second,2009-08-08,QPR,Blackpool,1,1,D,0
English Second,2009-08-08,Reading,Nott'm Forest,0,0,D,0
English Second,2009-08-08,Sheffield Weds,Barnsley,2,2,D,0
English Second,2009-08-08,Watford,Doncaster,1,1,D,0
English Second,2009-08-08,West Brom,Newcastle,1,1,D,0
English Second,2009-08-07,Middlesbrough,Sheffield United,0,0,D,0
English Second,2009-05-03,Burnley,Bristol City,4,0,H,4
English Second,2009-05-03,Charlton,Norwich,4,2,H,2
English Second,2009-05-03,Crystal Palace,Sheffield United,0,0,D,0
English Second,2009-05-03,Ipswich,Coventry,2,1,H,1
English Second,2009-05-03,Nott'm Forest,Southampton,3,1,H,2
English Second,2009-05-03,Plymouth,Barnsley,1,2,A,-1
English Second,2009-05-03,Preston,QPR,2,1,H,1
English Second,2009-05-03,Reading,Birmingham,1,2,A,-1
English Second,2009-05-03,Sheffield Weds,Cardiff,1,0,H,1
English Second,2009-05-03,Swansea,Blackpool,0,1,A,-1
English Second,2009-05-03,Watford,Derby,3,1,H,2
English Second,2009-05-03,Wolves,Doncaster,1,0,H,1
English Second,2009-04-27,Norwich,Reading,0,2,A,-2
English Second,2009-04-25,Barnsley,Wolves,1,1,D,0
English Second,2009-04-25,Birmingham,Preston,1,2,A,-1
English Second,2009-04-25,Blackpool,Nott'm Forest,1,1,D,0
English Second,2009-04-25,Bristol City,Sheffield Weds,1,1,D,0
English Second,2009-04-25,Cardiff,Ipswich,0,3,A,-3
English Second,2009-04-25,Coventry,Watford,2,3,A,-1
English Second,2009-04-25,Derby,Charlton,1,0,H,1
English Second,2009-04-25,Doncaster,Crystal Palace,2,0,H,2
English Second,2009-04-25,QPR,Plymouth,0,0,D,0
English Second,2009-04-25,Sheffield United,Swansea,1,0,H,1
English Second,2009-04-25,Southampton,Burnley,2,2,D,0
English Second,2009-04-21,Charlton,Cardiff,2,2,D,0
English Second,2009-04-21,Coventry,Barnsley,1,1,D,0
English Second,2009-04-21,Derby,Reading,0,2,A,-2
English Second,2009-04-20,Burnley,Sheffield United,1,0,H,1
English Second,2009-04-19,Ipswich,Norwich,3,2,H,1
English Second,2009-04-18,Charlton,Blackpool,2,2,D,0
English Second,2009-04-18,Crystal Palace,Derby,1,0,H,1
English Second,2009-04-18,Nott'm Forest,Coventry,1,0,H,1
English Second,2009-04-18,Plymouth,Doncaster,0,3,A,-3
English Second,2009-04-18,Preston,Cardiff,6,0,H,6
English Second,2009-04-18,Reading,Barnsley,0,0,D,0
English Second,2009-04-18,Sheffield Weds,Southampton,2,0,H,2
English Second,2009-04-18,Swansea,Bristol City,1,0,H,1
English Second,2009-04-18,Watford,Birmingham,0,1,A,-1
English Second,2009-04-18,Wolves,QPR,1,0,H,1
English Second,2009-04-13,Barnsley,Swansea,1,3,A,-2
English Second,2009-04-13,Birmingham,Plymouth,1,1,D,0
English Second,2009-04-13,Blackpool,Reading,2,2,D,0
English Second,2009-04-13,Bristol City,Ipswich,1,1,D,0
English Second,2009-04-13,Cardiff,Burnley,3,1,H,2
English Second,2009-04-13,Coventry,Charlton,0,0,D,0
English Second,2009-04-13,Derby,Wolves,2,3,A,-1
English Second,2009-04-13,Doncaster,Preston,0,2,A,-2
English Second,2009-04-13,Norwich,Watford,2,0,H,2
English Second,2009-04-13,QPR,Sheffield Weds,3,2,H,1
English Second,2009-04-13,Sheffield United,Nott'm Forest,0,0,D,0
English Second,2009-04-13,Southampton,Crystal Palace,1,0,H,1
English Second,2009-04-11,Burnley,QPR,1,0,H,1
English Second,2009-04-11,Charlton,Birmingham,0,0,D,0
English Second,2009-04-11,Crystal Palace,Cardiff,0,2,A,-2
English Second,2009-04-11,Ipswich,Doncaster,1,3,A,-2
English Second,2009-04-11,Nott'm Forest,Bristol City,3,2,H,1
English Second,2009-04-11,Plymouth,Coventry,4,0,H,4
English Second,2009-04-11,Preston,Blackpool,0,1,A,-1
English Second,2009-04-11,Sheffield Weds,Derby,0,1,A,-1
English Second,2009-04-11,Swansea,Norwich,2,1,H,1
English Second,2009-04-11,Watford,Barnsley,1,1,D,0
English Second,2009-04-10,Reading,Sheffield United,0,1,A,-1
English Second,2009-04-10,Wolves,Southampton,3,0,H,3
English Second,2009-04-08,Cardiff,Derby,4,1,H,3
English Second,2009-04-07,Crystal Palace,Coventry,1,1,D,0
English Second,2009-04-07,Sheffield United,Barnsley,2,1,H,1
English Second,2009-04-07,Watford,Southampton,2,2,D,0
English Second,2009-04-06,Birmingham,Wolves,2,0,H,2
English Second,2009-04-05,Cardiff,Swansea,2,2,D,0
English Second,2009-04-04,Barnsley,Nott'm Forest,1,1,D,0
English Second,2009-04-04,Blackpool,Plymouth,0,1,A,-1
English Second,2009-04-04,Bristol City,Preston,1,1,D,0
English Second,2009-04-04,Coventry,Reading,0,0,D,0
English Second,2009-04-04,Derby,Burnley,1,1,D,0
English Second,2009-04-04,Doncaster,Watford,1,2,A,-1
English Second,2009-04-04,Norwich,Sheffield Weds,0,1,A,-1
English Second,2009-04-04,QPR,Crystal Palace,0,0,D,0
English Second,2009-04-04,Sheffield United,Ipswich,2,0,H,2
English Second,2009-04-04,Southampton,Charlton,2,3,A,-1
English Second,2009-03-22,Cardiff,Sheffield United,0,3,A,-3
English Second,2009-03-21,Birmingham,Norwich,1,1,D,0
English Second,2009-03-21,Blackpool,Southampton,1,1,D,0
English Second,2009-03-21,Charlton,Preston,0,0,D,0
English Second,2009-03-21,Coventry,Doncaster,1,0,H,1
English Second,2009-03-21,Crystal Palace,Reading,0,0,D,0
English Second,2009-03-21,Derby,Barnsley,0,0,D,0
English Second,2009-03-21,Ipswich,Watford,0,0,D,0
English Second,2009-03-21,Nott'm Forest,Wolves,0,1,A,-1
English Second,2009-03-21,Plymouth,Burnley,1,2,A,-1
English Second,2009-03-21,QPR,Bristol City,2,1,H,1
English Second,2009-03-21,Sheffield Weds,Swansea,0,0,D,0
English Second,2009-03-18,Cardiff,Watford,2,1,H,1
English Second,2009-03-17,Barnsley,Crystal Palace,3,1,H,2
English Second,2009-03-17,Doncaster,Reading,0,1,A,-1
English Second,2009-03-17,Ipswich,Burnley,1,1,D,0
English Second,2009-03-17,QPR,Swansea,1,0,H,1
English Second,2009-03-15,Bristol City,Cardiff,1,1,D,0
English Second,2009-03-14,Barnsley,Blackpool,0,1,A,-1
English Second,2009-03-14,Burnley,Nott'm Forest,5,0,H,5
English Second,2009-03-14,Doncaster,Birmingham,0,2,A,-2
English Second,2009-03-14,Norwich,Plymouth,1,0,H,1
English Second,2009-03-14,Preston,Coventry,2,1,H,1
English Second,2009-03-14,Reading,Ipswich,0,1,A,-1
English Second,2009-03-14,Sheffield United,Derby,4,2,H,2
English Second,2009-03-14,Southampton,QPR,0,0,D,0
English Second,2009-03-14,Swansea,Crystal Palace,1,3,A,-2
English Second,2009-03-14,Watford,Sheffield Weds,2,2,D,0
English Second,2009-03-14,Wolves,Charlton,2,1,H,1
English Second,2009-03-11,Burnley,Crystal Palace,4,2,H,2
English Second,2009-03-10,Barnsley,Birmingham,1,1,D,0
English Second,2009-03-10,Bristol City,Coventry,2,0,H,2
English Second,2009-03-10,Doncaster,QPR,2,0,H,2
English Second,2009-03-10,Norwich,Cardiff,2,0,H,2
English Second,2009-03-10,Preston,Sheffield Weds,1,1,D,0
English Second,2009-03-10,Reading,Charlton,2,2,D,0
English Second,2009-03-10,Sheffield United,Blackpool,2,2,D,0
English Second,2009-03-10,Southampton,Derby,1,1,D,0
English Second,2009-03-10,Swansea,Plymouth,1,0,H,1
English Second,2009-03-10,Watford,Nott'm Forest,2,1,H,1
English Second,2009-03-10,Wolves,Ipswich,0,0,D,0
English Second,2009-03-07,Birmingham,Southampton,1,0,H,1
English Second,2009-03-07,Blackpool,Norwich,2,0,H,2
English Second,2009-03-07,Cardiff,Doncaster,3,0,H,3
English Second,2009-03-07,Charlton,Watford,2,3,A,-1
English Second,2009-03-07,Crystal Palace,Preston,2,1,H,1
English Second,2009-03-07,Derby,Bristol City,2,1,H,1
English Second,2009-03-07,Nott'm Forest,Swansea,1,1,D,0
English Second,2009-03-07,Plymouth,Reading,2,2,D,0
English Second,2009-03-07,QPR,Sheffield United,0,0,D,0
English Second,2009-03-07,Sheffield Weds,Wolves,0,1,A,-1
English Second,2009-03-04,Birmingham,Bristol City,1,0,H,1
English Second,2009-03-04,Coventry,Sheffield United,1,2,A,-1
English Second,2009-03-03,Blackpool,Burnley,0,1,A,-1
English Second,2009-03-03,Cardiff,Barnsley,3,1,H,2
English Second,2009-03-03,Charlton,Doncaster,1,2,A,-1
English Second,2009-03-03,Crystal Palace,Wolves,0,1,A,-1
English Second,2009-03-03,Derby,Swansea,2,2,D,0
English Second,2009-03-03,Ipswich,Southampton,0,3,A,-3
English Second,2009-03-03,Nott'm Forest,Preston,2,1,H,1
English Second,2009-03-03,Plymouth,Watford,2,1,H,1
English Second,2009-03-03,QPR,Norwich,0,1,A,-1
English Second,2009-03-03,Sheffield Weds,Reading,1,2,A,-1
English Second,2009-03-01,Sheffield United,Birmingham,2,1,H,1
English Second,2009-02-28,Barnsley,QPR,2,1,H,1
English Second,2009-02-28,Bristol City,Blackpool,0,0,D,0
English Second,2009-02-28,Burnley,Sheffield Weds,2,4,A,-2
English Second,2009-02-28,Norwich,Coventry,1,2,A,-1
English Second,2009-02-28,Preston,Ipswich,3,2,H,1
English Second,2009-02-28,Reading,Nott'm Forest,0,1,A,-1
English Second,2009-02-28,Southampton,Cardiff,1,0,H,1
English Second,2009-02-28,Swansea,Charlton,1,1,D,0
English Second,2009-02-28,Watford,Crystal Palace,2,0,H,2
English Second,2009-02-28,Wolves,Plymouth,0,1,A,-1
English Second,2009-02-27,Doncaster,Derby,2,1,H,1
English Second,2009-02-25,Cardiff,QPR,0,0,D,0
English Second,2009-02-24,Crystal Palace,Birmingham,0,0,D,0
English Second,2009-02-22,Wolves,Cardiff,2,2,D,0
English Second,2009-02-21,Barnsley,Charlton,0,0,D,0
English Second,2009-02-21,Blackpool,Watford,0,2,A,-2
English Second,2009-02-21,Coventry,Birmingham,1,0,H,1
English Second,2009-02-21,Norwich,Burnley,1,1,D,0
English Second,2009-02-21,Nott'm Forest,Derby,1,3,A,-2
English Second,2009-02-21,Plymouth,Sheffield United,2,2,D,0
English Second,2009-02-21,QPR,Ipswich,1,3,A,-2
English Second,2009-02-21,Reading,Bristol City,0,2,A,-2
English Second,2009-02-21,Sheffield Weds,Crystal Palace,2,0,H,2
English Second,2009-02-21,Southampton,Preston,3,1,H,2
English Second,2009-02-21,Swansea,Doncaster,3,1,H,2
English Second,2009-02-18,Derby,Blackpool,4,1,H,3
English Second,2009-02-18,Ipswich,Nott'm Forest,2,1,H,1
English Second,2009-02-17,Burnley,Coventry,1,1,D,0
English Second,2009-02-17,Doncaster,Bristol City,1,0,H,1
English Second,2009-02-17,Plymouth,Crystal Palace,1,3,A,-2
English Second,2009-02-17,Sheffield Weds,Barnsley,0,1,A,-1
English Second,2009-02-17,Watford,Swansea,2,0,H,2
English Second,2009-02-14,Birmingham,Nott'm Forest,2,0,H,2
English Second,2009-02-14,Bristol City,Southampton,2,0,H,2
English Second,2009-02-14,Burnley,Wolves,1,0,H,1
English Second,2009-02-14,Charlton,Plymouth,2,0,H,2
English Second,2009-02-14,Doncaster,Sheffield Weds,1,0,H,1
English Second,2009-02-14,Ipswich,Blackpool,1,1,D,0
English Second,2009-02-14,Preston,Norwich,1,0,H,1
English Second,2009-02-07,Birmingham,Burnley,1,1,D,0
English Second,2009-02-07,Blackpool,Doncaster,2,3,A,-1
English Second,2009-02-07,Coventry,Wolves,2,1,H,1
English Second,2009-02-07,Norwich,Bristol City,1,2,A,-1
English Second,2009-02-07,Nott'm Forest,QPR,2,2,D,0
English Second,2009-02-07,Plymouth,Derby,0,3,A,-3
English Second,2009-02-07,Reading,Preston,0,0,D,0
English Second,2009-02-07,Sheffield United,Sheffield Weds,1,2,A,-1
English Second,2009-02-07,Swansea,Ipswich,3,0,H,3
English Second,2009-02-03,Bristol City,Charlton,2,1,H,1
English Second,2009-02-03,Preston,Plymouth,1,1,D,0
English Second,2009-02-03,Southampton,Sheffield United,1,2,A,-1
English Second,2009-02-03,Wolves,Norwich,3,3,D,0
English Second,2009-01-31,Bristol City,Barnsley,2,0,H,2
English Second,2009-01-31,Burnley,Charlton,2,1,H,1
English Second,2009-01-31,Cardiff,Nott'm Forest,2,0,H,2
English Second,2009-01-31,Crystal Palace,Blackpool,0,1,A,-1
English Second,2009-01-31,Derby,Coventry,2,1,H,1
English Second,2009-01-31,Ipswich,Plymouth,0,0,D,0
English Second,2009-01-31,Preston,Sheffield United,0,0,D,0
English Second,2009-01-31,QPR,Reading,0,0,D,0
English Second,2009-01-31,Sheffield Weds,Birmingham,1,1,D,0
English Second,2009-01-31,Southampton,Swansea,2,2,D,0
English Second,2009-01-31,Wolves,Watford,3,1,H,2
English Second,2009-01-30,Doncaster,Norwich,1,1,D,0
English Second,2009-01-28,Coventry,Cardiff,0,2,A,-2
English Second,2009-01-27,Barnsley,Ipswich,1,2,A,-1
English Second,2009-01-27,Birmingham,Derby,1,0,H,1
English Second,2009-01-27,Blackpool,QPR,0,3,A,-3
English Second,2009-01-27,Charlton,Crystal Palace,1,0,H,1
English Second,2009-01-27,Norwich,Southampton,2,2,D,0
English Second,2009-01-27,Nott'm Forest,Sheffield Weds,2,1,H,1
English Second,2009-01-27,Plymouth,Bristol City,0,2,A,-2
English Second,2009-01-27,Reading,Wolves,1,0,H,1
English Second,2009-01-27,Sheffield United,Doncaster,0,1,A,-1
English Second,2009-01-27,Swansea,Preston,4,1,H,3
English Second,2009-01-27,Watford,Burnley,3,0,H,3
English Second,2009-01-24,Blackpool,Birmingham,2,0,H,2
English Second,2009-01-17,Birmingham,Cardiff,1,1,D,0
English Second,2009-01-17,Bristol City,Wolves,2,2,D,0
English Second,2009-01-17,Coventry,Blackpool,2,1,H,1
English Second,2009-01-17,Crystal Palace,Ipswich,1,4,A,-3
English Second,2009-01-17,Derby,QPR,0,2,A,-2
English Second,2009-01-17,Norwich,Barnsley,4,0,H,4
English Second,2009-01-17,Nott'm Forest,Plymouth,2,0,H,2
English Second,2009-01-17,Preston,Burnley,2,1,H,1
English Second,2009-01-17,Sheffield Weds,Charlton,4,1,H,3
English Second,2009-01-17,Southampton,Doncaster,1,2,A,-1
English Second,2009-01-17,Swansea,Reading,2,0,H,2
English Second,2009-01-17,Watford,Sheffield United,0,2,A,-2
English Second,2009-01-10,Barnsley,Southampton,0,1,A,-1
English Second,2009-01-10,Burnley,Swansea,0,2,A,-2
English Second,2009-01-10,Charlton,Nott'm Forest,0,2,A,-2
English Second,2009-01-10,Ipswich,Sheffield Weds,1,1,D,0
English Second,2009-01-10,QPR,Coventry,1,1,D,0
English Second,2009-01-10,Sheffield United,Norwich,1,0,H,1
English Second,2009-01-10,Wolves,Preston,1,3,A,-2
English Second,2009-01-09,Reading,Watford,4,0,H,4
English Second,2008-12-29,Blackpool,Wolves,2,2,D,0
English Second,2008-12-28,Barnsley,Preston,1,1,D,0
English Second,2008-12-28,Birmingham,Swansea,0,0,D,0
English Second,2008-12-28,Bristol City,Crystal Palace,1,0,H,1
English Second,2008-12-28,Cardiff,Plymouth,1,0,H,1
English Second,2008-12-28,Coventry,Sheffield Weds,2,0,H,2
English Second,2008-12-28,Derby,Ipswich,0,1,A,-1
English Second,2008-12-28,Doncaster,Burnley,2,1,H,1
English Second,2008-12-28,Norwich,Nott'm Forest,2,3,A,-1
English Second,2008-12-28,QPR,Watford,0,0,D,0
English Second,2008-12-28,Sheffield United,Charlton,3,1,H,2
English Second,2008-12-28,Southampton,Reading,1,1,D,0
English Second,2008-12-26,Burnley,Barnsley,1,2,A,-1
English Second,2008-12-26,Charlton,QPR,2,2,D,0
English Second,2008-12-26,Crystal Palace,Norwich,3,1,H,2
English Second,2008-12-26,Ipswich,Birmingham,0,1,A,-1
English Second,2008-12-26,Nott'm Forest,Doncaster,2,4,A,-2
English Second,2008-12-26,Plymouth,Southampton,2,0,H,2
English Second,2008-12-26,Preston,Derby,2,0,H,2
English Second,2008-12-26,Reading,Cardiff,1,1,D,0
English Second,2008-12-26,Sheffield Weds,Blackpool,1,1,D,0
English Second,2008-12-26,Swansea,Coventry,0,0,D,0
English Second,2008-12-26,Watford,Bristol City,2,4,A,-2
English Second,2008-12-26,Wolves,Sheffield United,1,1,D,0
English Second,2008-12-20,Barnsley,Plymouth,2,0,H,2
English Second,2008-12-20,Birmingham,Reading,1,3,A,-2
English Second,2008-12-20,Blackpool,Swansea,1,1,D,0
English Second,2008-12-20,Bristol City,Burnley,1,2,A,-1
English Second,2008-12-20,Cardiff,Sheffield Weds,2,0,H,2
English Second,2008-12-20,Coventry,Ipswich,2,2,D,0
English Second,2008-12-20,Derby,Watford,1,0,H,1
English Second,2008-12-20,Doncaster,Wolves,0,1,A,-1
English Second,2008-12-20,Norwich,Charlton,1,0,H,1
English Second,2008-12-20,QPR,Preston,3,2,H,1
English Second,2008-12-20,Sheffield United,Crystal Palace,2,2,D,0
English Second,2008-12-20,Southampton,Nott'm Forest,0,2,A,-2
English Second,2008-12-15,Charlton,Derby,2,2,D,0
English Second,2008-12-13,Burnley,Southampton,3,2,H,1
English Second,2008-12-13,Crystal Palace,Doncaster,2,1,H,1
English Second,2008-12-13,Ipswich,Cardiff,1,2,A,-1
English Second,2008-12-13,Nott'm Forest,Blackpool,0,0,D,0
English Second,2008-12-13,Plymouth,QPR,1,1,D,0
English Second,2008-12-13,Preston,Birmingham,1,0,H,1
English Second,2008-12-13,Reading,Norwich,2,0,H,2
English Second,2008-12-13,Sheffield Weds,Bristol City,0,0,D,0
English Second,2008-12-13,Swansea,Sheffield United,1,1,D,0
English Second,2008-12-13,Watford,Coventry,2,1,H,1
English Second,2008-12-13,Wolves,Barnsley,2,0,H,2
English Second,2008-12-10,Ipswich,Bristol City,3,1,H,2
English Second,2008-12-10,Watford,Norwich,2,1,H,1
English Second,2008-12-09,Burnley,Cardiff,2,2,D,0
English Second,2008-12-09,Charlton,Coventry,1,2,A,-1
English Second,2008-12-09,Nott'm Forest,Sheffield United,0,1,A,-1
English Second,2008-12-09,Plymouth,Birmingham,0,1,A,-1
English Second,2008-12-09,Preston,Doncaster,1,0,H,1
English Second,2008-12-09,Reading,Blackpool,1,0,H,1
English Second,2008-12-09,Sheffield Weds,QPR,1,0,H,1
